image,ground_truth
images/Granville_Island_Market2/03750.jpg,"[0.449812, 0.326107, 0.22408100000000003]"
images/Granville_Island_Market2/03760.jpg,"[0.454072, 0.324023, 0.22190499999999996]"
images/Granville_Island_Market2/03770.jpg,"[0.445136, 0.327676, 0.227188]"
images/Granville_Island_Market2/03780.jpg,"[0.442914, 0.328459, 0.22862699999999997]"
images/Granville_Island_Market2/03790.jpg,"[0.442665, 0.330986, 0.22634900000000002]"
images/Granville_Island_Market2/03800.jpg,"[0.432405, 0.329173, 0.23842200000000008]"
images/Granville_Island_Market2/03810.jpg,"[0.436437, 0.329331, 0.23423200000000005]"
images/Granville_Island_Market2/03820.jpg,"[0.423756, 0.328829, 0.247415]"
images/Granville_Island_Market2/03830.jpg,"[0.423849, 0.32923, 0.24692100000000006]"
images/Granville_Island_Market2/03840.jpg,"[0.415049, 0.331688, 0.253263]"
images/Granville_Island_Market2/03850.jpg,"[0.396341, 0.32901, 0.2746489999999999]"
images/Granville_Island_Market2/03860.jpg,"[0.413384, 0.330231, 0.25638500000000003]"
images/Granville_Island_Market2/03870.jpg,"[0.416242, 0.330072, 0.253686]"
images/Granville_Island_Market2/03900.jpg,"[0.399685, 0.33221, 0.2681049999999999]"
images/Granville_Island_Market2/03910.jpg,"[0.399264, 0.33074, 0.26999599999999996]"
images/Granville_Island_Market2/03920.jpg,"[0.401064, 0.330565, 0.268371]"
images/Granville_Island_Market2/03930.jpg,"[0.415919, 0.330904, 0.2531770000000001]"
images/Granville_Island_Market2/03940.jpg,"[0.421169, 0.329896, 0.24893499999999996]"
images/Granville_Island_Market2/03950.jpg,"[0.429675, 0.329634, 0.240691]"
images/Granville_Island_Market2/03960.jpg,"[0.433997, 0.329981, 0.236022]"
images/Granville_Island_Market2/03970.jpg,"[0.431065, 0.329676, 0.23925899999999994]"
images/Granville_Island_Market2/03980.jpg,"[0.403585, 0.33141, 0.26500499999999994]"
images/Granville_Island_Market2/03990.jpg,"[0.399288, 0.329885, 0.27082700000000004]"
images/Granville_Island_Market2/04000.jpg,"[0.397778, 0.333819, 0.26840300000000006]"
images/Granville_Island_Market2/04010.jpg,"[0.392632, 0.336838, 0.27053]"
images/Granville_Island_Market2/04020.jpg,"[0.394081, 0.336177, 0.269742]"
images/Granville_Island_Market2/04030.jpg,"[0.385213, 0.336645, 0.27814199999999994]"
images/Granville_Island_Market2/04040.jpg,"[0.387822, 0.336338, 0.27584]"
images/Granville_Island_Market2/04050.jpg,"[0.364454, 0.335468, 0.30007799999999996]"
images/Granville_Island_Market2/04060.jpg,"[0.333974, 0.33587, 0.330156]"
images/Granville_Island_Market2/04070.jpg,"[0.338492, 0.335598, 0.32591]"
images/Granville_Island_Market2/04170.jpg,"[0.411677, 0.336411, 0.2519119999999999]"
images/Granville_Island_Market2/04180.jpg,"[0.428727, 0.334398, 0.23687499999999995]"
images/Granville_Island_Market2/04190.jpg,"[0.420129, 0.330581, 0.24929]"
images/Granville_Island_Market2/04200.jpg,"[0.42714, 0.330288, 0.2425719999999999]"
images/Granville_Island_Market2/04240.jpg,"[0.438329, 0.334224, 0.227447]"
images/Granville_Island_Market2/04250.jpg,"[0.443313, 0.337467, 0.21921999999999991]"
images/Granville_Island_Market2/04260.jpg,"[0.449193, 0.337305, 0.21350200000000003]"
images/Granville_Island_Market2/04270.jpg,"[0.449576, 0.337977, 0.212447]"
images/Granville_Island_Market2/04280.jpg,"[0.446313, 0.334011, 0.21967600000000004]"
images/Granville_Island_Market2/04290.jpg,"[0.436248, 0.33773, 0.22602200000000006]"
images/Granville_Island_Market2/04330.jpg,"[0.437801, 0.333334, 0.22886499999999999]"
images/Granville_Island_Market2/04340.jpg,"[0.43845, 0.336302, 0.225248]"
images/Granville_Island_Market2/04350.jpg,"[0.445224, 0.336346, 0.21842999999999996]"
images/Granville_Island_Market2/04360.jpg,"[0.438131, 0.337882, 0.22398699999999994]"
images/Granville_Island_Market2/04370.jpg,"[0.45222, 0.340021, 0.20775899999999992]"
images/Granville_Island_Market2/04380.jpg,"[0.443348, 0.338932, 0.2177199999999999]"
images/Granville_Island_Market2/04390.jpg,"[0.442269, 0.338794, 0.218937]"
images/Granville_Island_Market2/04490.jpg,"[0.355703, 0.332717, 0.31158]"
images/Granville_Island_Market2/04500.jpg,"[0.37657, 0.331557, 0.29187299999999994]"
images/Granville_Island_Market2/04510.jpg,"[0.379361, 0.332487, 0.28815199999999996]"
images/Granville_Island_Market2/04520.jpg,"[0.380797, 0.332648, 0.28655499999999995]"
images/Granville_Island_Market2/04530.jpg,"[0.381939, 0.333054, 0.28500699999999995]"
images/Granville_Island_Market2/04540.jpg,"[0.381104, 0.331212, 0.287684]"
images/Granville_Island_Market2/04550.jpg,"[0.382028, 0.332242, 0.28573]"
images/Granville_Island_Market2/04560.jpg,"[0.384721, 0.331871, 0.283408]"
images/Granville_Island_Market2/04570.jpg,"[0.385372, 0.331688, 0.28293999999999997]"
images/Granville_Island_Market2/04580.jpg,"[0.385194, 0.331495, 0.283311]"
images/Granville_Island_Market2/04590.jpg,"[0.376594, 0.33079, 0.29261600000000004]"
images/Granville_Island_Market2/04600.jpg,"[0.38537, 0.331141, 0.283489]"
images/Granville_Island_Market2/04610.jpg,"[0.401519, 0.333157, 0.26532400000000006]"
images/Granville_Island_Market2/04620.jpg,"[0.405119, 0.332043, 0.262838]"
images/Granville_Island_Market2/04630.jpg,"[0.407101, 0.330768, 0.26213100000000006]"
images/Granville_Island_Market2/04640.jpg,"[0.405349, 0.330478, 0.26417300000000005]"
images/Granville_Island_Market2/04650.jpg,"[0.403732, 0.329506, 0.266762]"
images/Granville_Island_Market2/04660.jpg,"[0.395671, 0.328099, 0.27623000000000003]"
images/Granville_Island_Market2/04670.jpg,"[0.394323, 0.327763, 0.277914]"
images/Granville_Island_Market2/04680.jpg,"[0.398834, 0.330409, 0.27075699999999997]"
images/Granville_Island_Market2/04690.jpg,"[0.401285, 0.328703, 0.270012]"
images/Granville_Island_Market2/04700.jpg,"[0.401824, 0.327036, 0.27114000000000005]"
images/Granville_Island_Market2/04710.jpg,"[0.445902, 0.31968, 0.23441799999999996]"
images/Granville_Island_Market2/04720.jpg,"[0.443153, 0.321033, 0.23581399999999997]"
images/Granville_Island_Market2/04730.jpg,"[0.436532, 0.323702, 0.2397660000000001]"
images/Granville_Island_Market2/04740.jpg,"[0.466851, 0.320586, 0.212563]"
images/Granville_Island_Market2/04750.jpg,"[0.436296, 0.32255, 0.24115399999999998]"
images/Granville_Island_Market2/04760.jpg,"[0.453851, 0.323557, 0.222592]"
images/Granville_Island_Market2/04770.jpg,"[0.444628, 0.327006, 0.22836599999999996]"
images/Granville_Island_Market2/04780.jpg,"[0.438516, 0.328317, 0.23316699999999996]"
images/Granville_Island_Market2/04790.jpg,"[0.440105, 0.333605, 0.22629000000000005]"
images/Granville_Island_Market2/04800.jpg,"[0.457103, 0.339092, 0.20380499999999996]"
images/Granville_Island_Market2/04810.jpg,"[0.46068, 0.3361, 0.20322]"
images/Granville_Island_Market2/04820.jpg,"[0.459115, 0.337248, 0.20363700000000007]"
images/Granville_Island_Market2/04830.jpg,"[0.461752, 0.339346, 0.19890200000000008]"
images/Granville_Island_Market2/04840.jpg,"[0.458783, 0.339473, 0.20174400000000003]"
images/Granville_Island_Market2/04850.jpg,"[0.449823, 0.341311, 0.20886600000000005]"
images/Granville_Island_Market2/04860.jpg,"[0.455914, 0.341114, 0.2029720000000001]"
images/Granville_Island_Market2/04870.jpg,"[0.456488, 0.341711, 0.201801]"
images/Granville_Island_Market2/04880.jpg,"[0.454762, 0.342122, 0.20311600000000002]"
images/Granville_Island_Market2/04890.jpg,"[0.45329, 0.341645, 0.20506500000000005]"
images/Granville_Island_Market2/04900.jpg,"[0.448756, 0.33773, 0.2135140000000001]"
images/Granville_Island_Market2/04910.jpg,"[0.445042, 0.337899, 0.21705900000000006]"
images/Granville_Island_Market2/04920.jpg,"[0.440395, 0.339706, 0.219899]"
images/Granville_Island_Market2/04930.jpg,"[0.432741, 0.341157, 0.22610199999999997]"
images/Granville_Island_Market2/04940.jpg,"[0.429858, 0.341709, 0.22843299999999994]"
images/Granville_Island_Market2/04950.jpg,"[0.432367, 0.341525, 0.22610800000000003]"
images/Granville_Island_Market2/04960.jpg,"[0.433259, 0.342115, 0.22462599999999994]"
images/Granville_Island_Market2/04970.jpg,"[0.437828, 0.343386, 0.21878599999999998]"
images/Granville_Island_Market2/04980.jpg,"[0.443131, 0.34324, 0.21362900000000007]"
images/Granville_Island_Market2/04990.jpg,"[0.444851, 0.342175, 0.212974]"
images/Granville_Island_Market2/05000.jpg,"[0.451228, 0.341597, 0.20717500000000005]"
images/Granville_Island_Market2/05010.jpg,"[0.442999, 0.341391, 0.21561000000000008]"
images/Granville_Island_Market2/05020.jpg,"[0.442193, 0.342144, 0.21566299999999994]"
images/Granville_Island_Market2/05030.jpg,"[0.435028, 0.343009, 0.22196300000000002]"
images/Granville_Island_Market2/05040.jpg,"[0.423775, 0.345114, 0.231111]"
images/Granville_Island_Market2/05050.jpg,"[0.419348, 0.345065, 0.23558699999999994]"
images/Granville_Island_Market2/05060.jpg,"[0.412783, 0.344478, 0.24273899999999998]"
images/Granville_Island_Market2/05070.jpg,"[0.4134, 0.344868, 0.241732]"
images/Granville_Island_Market2/05080.jpg,"[0.402189, 0.345916, 0.251895]"
images/Granville_Island_Market2/05090.jpg,"[0.404719, 0.342503, 0.25277799999999995]"
images/Granville_Island_Market2/05100.jpg,"[0.409485, 0.344298, 0.24621700000000002]"
images/Granville_Island_Market2/05110.jpg,"[0.424035, 0.34117, 0.2347950000000001]"
images/Granville_Island_Market2/05120.jpg,"[0.429797, 0.342979, 0.22722400000000004]"
images/Granville_Island_Market2/05130.jpg,"[0.431361, 0.342438, 0.22620099999999999]"
images/Granville_Island_Market2/05140.jpg,"[0.436051, 0.340875, 0.22307400000000005]"
images/Granville_Island_Market2/05150.jpg,"[0.430908, 0.341259, 0.22783299999999995]"
images/Granville_Island_Market2/05160.jpg,"[0.434324, 0.340552, 0.22512400000000005]"
images/Granville_Island_Market2/05170.jpg,"[0.422876, 0.340144, 0.23697999999999997]"
images/Granville_Island_Market2/05180.jpg,"[0.4064, 0.339476, 0.254124]"
images/Granville_Island_Market2/05190.jpg,"[0.393493, 0.338931, 0.26757600000000004]"
images/Granville_Island_Market2/05200.jpg,"[0.390325, 0.337496, 0.27217899999999995]"
images/Granville_Island_Market2/05210.jpg,"[0.386087, 0.337105, 0.27680799999999994]"
images/Granville_Island_Market2/05220.jpg,"[0.38408, 0.336951, 0.278969]"
images/Granville_Island_Market2/05230.jpg,"[0.383402, 0.337226, 0.27937199999999995]"
images/Granville_Island_Market2/05240.jpg,"[0.384259, 0.337369, 0.278372]"
images/Granville_Island_Market2/05250.jpg,"[0.379337, 0.337237, 0.28342599999999996]"
images/Granville_Island_Market2/05260.jpg,"[0.377744, 0.342705, 0.27955099999999994]"
images/Granville_Island_Market2/05270.jpg,"[0.372621, 0.344257, 0.28312200000000004]"
images/Granville_Island_Market2/05280.jpg,"[0.368095, 0.34436, 0.28754499999999994]"
images/Granville_Island_Market2/05290.jpg,"[0.360689, 0.344346, 0.294965]"
images/Granville_Island_Market2/05300.jpg,"[0.359231, 0.344821, 0.29594799999999993]"
images/Granville_Island_Market2/05310.jpg,"[0.34957, 0.344093, 0.3063370000000001]"
images/Granville_Island_Market2/05320.jpg,"[0.353503, 0.345892, 0.300605]"
images/Granville_Island_Market2/05330.jpg,"[0.359898, 0.345791, 0.29431099999999993]"
images/Granville_Island_Market2/05340.jpg,"[0.369741, 0.346153, 0.284106]"
images/Granville_Island_Market2/05350.jpg,"[0.360703, 0.343086, 0.296211]"
images/Granville_Island_Market2/05360.jpg,"[0.373305, 0.34474, 0.281955]"
images/Granville_Island_Market2/05370.jpg,"[0.371932, 0.347531, 0.2805370000000001]"
images/Granville_Island_Market2/05380.jpg,"[0.371758, 0.350145, 0.278097]"
images/Granville_Island_Market2/05390.jpg,"[0.380979, 0.347906, 0.27111500000000005]"
images/Granville_Island_Market2/05460.jpg,"[0.413207, 0.346611, 0.240182]"
images/Granville_Island_Market2/05470.jpg,"[0.420199, 0.351593, 0.22820800000000002]"
images/Granville_Island_Market2/05480.jpg,"[0.430379, 0.349761, 0.21985999999999994]"
images/Granville_Island_Market2/05490.jpg,"[0.439466, 0.343339, 0.21719499999999997]"
images/Granville_Island_Market2/05500.jpg,"[0.426878, 0.347969, 0.22515300000000005]"
images/Granville_Island_Market2/05510.jpg,"[0.405447, 0.343073, 0.25148]"
images/Granville_Island_Market2/05520.jpg,"[0.40103, 0.343753, 0.255217]"
images/Granville_Island_Market2/05530.jpg,"[0.403434, 0.344017, 0.2525489999999999]"
images/Granville_Island_Market2/05540.jpg,"[0.407101, 0.344493, 0.24840600000000007]"
images/Granville_Island_Market2/05550.jpg,"[0.395742, 0.346936, 0.25732199999999994]"
images/Granville_Island_Market2/05560.jpg,"[0.388712, 0.347152, 0.26413600000000004]"
images/Granville_Island_Market2/05570.jpg,"[0.37903, 0.346125, 0.274845]"
images/Granville_Island_Market2/05640.jpg,"[0.485854, 0.349131, 0.16501499999999997]"
images/Granville_Island_Market2/05650.jpg,"[0.485141, 0.350367, 0.16449199999999997]"
images/Granville_Island_Market2/05660.jpg,"[0.486721, 0.346372, 0.16690700000000003]"
images/Granville_Island_Market2/05670.jpg,"[0.49555, 0.344235, 0.16021500000000005]"
images/Granville_Island_Market2/05700.jpg,"[0.495599, 0.341817, 0.162584]"
images/Granville_Island_Market2/05710.jpg,"[0.489178, 0.3402, 0.170622]"
images/Granville_Island_Market2/05720.jpg,"[0.48384, 0.342341, 0.17381899999999995]"
images/Granville_Island_Market2/05730.jpg,"[0.466314, 0.348124, 0.185562]"
images/Granville_Island_Market2/05740.jpg,"[0.468541, 0.348737, 0.182722]"
images/Granville_Island_Market2/05750.jpg,"[0.469106, 0.348273, 0.18262099999999998]"
images/Granville_Island_Market2/05760.jpg,"[0.475264, 0.345874, 0.17886199999999997]"
images/Granville_Island_Market2/05850.jpg,"[0.493896, 0.337552, 0.16855199999999998]"
images/Granville_Island_Market2/05860.jpg,"[0.480313, 0.343833, 0.175854]"
images/Granville_Island_Market2/05870.jpg,"[0.476281, 0.351312, 0.17240700000000003]"
images/Granville_Island_Market2/05880.jpg,"[0.466469, 0.361316, 0.17221499999999995]"
images/Granville_Island_Market2/05890.jpg,"[0.336733, 0.365071, 0.29819600000000007]"
images/Granville_Island_Market2/05900.jpg,"[0.338107, 0.365276, 0.2966170000000001]"
images/Granville_Island_Market2/05910.jpg,"[0.339114, 0.365272, 0.295614]"
images/Granville_Island_Market2/05920.jpg,"[0.339808, 0.366133, 0.294059]"
images/Granville_Island_Market2/05930.jpg,"[0.34172, 0.366089, 0.292191]"
images/Granville_Island_Market2/05940.jpg,"[0.339013, 0.367336, 0.293651]"
images/Granville_Island_Market2/05950.jpg,"[0.34145, 0.368719, 0.28983099999999995]"
images/Granville_Island_Market2/05960.jpg,"[0.343465, 0.369991, 0.28654399999999997]"
images/Granville_Island_Market2/05970.jpg,"[0.345267, 0.370696, 0.284037]"
images/Granville_Island_Market2/05980.jpg,"[0.344671, 0.370116, 0.28521300000000005]"
images/Granville_Island_Market2/05990.jpg,"[0.348242, 0.365887, 0.28587100000000004]"
images/Granville_Island_Market2/06000.jpg,"[0.351563, 0.363955, 0.28448199999999996]"
images/Granville_Island_Market2/06010.jpg,"[0.347324, 0.361469, 0.29120700000000005]"
images/Granville_Island_Market2/06020.jpg,"[0.351601, 0.357822, 0.290577]"
images/Granville_Island_Market2/06030.jpg,"[0.349814, 0.355929, 0.29425699999999994]"
images/Granville_Island_Market2/06040.jpg,"[0.352807, 0.356939, 0.290254]"
images/Granville_Island_Market2/06050.jpg,"[0.35164, 0.357905, 0.2904550000000001]"
images/Granville_Island_Market2/06060.jpg,"[0.309411, 0.339947, 0.350642]"
images/Granville_Island_Market2/06070.jpg,"[0.306707, 0.336034, 0.35725899999999994]"
images/Granville_Island_Market2/06080.jpg,"[0.305453, 0.334871, 0.35967600000000005]"
images/Granville_Island_Market2/06090.jpg,"[0.313132, 0.334852, 0.35201600000000005]"
images/Granville_Island_Market2/06100.jpg,"[0.312096, 0.334548, 0.35335600000000006]"
images/Granville_Island_Market2/06110.jpg,"[0.31402, 0.333615, 0.35236500000000004]"
images/Granville_Island_Market2/06120.jpg,"[0.310602, 0.334045, 0.355353]"
images/Granville_Island_Market2/06130.jpg,"[0.313859, 0.334092, 0.352049]"
images/Granville_Island_Market2/06140.jpg,"[0.313047, 0.33307, 0.35388299999999995]"
images/Granville_Island_Market2/06150.jpg,"[0.315793, 0.334117, 0.35009]"
images/Granville_Island_Market2/06160.jpg,"[0.313253, 0.335002, 0.351745]"
images/Granville_Island_Market2/06170.jpg,"[0.320635, 0.335209, 0.344156]"
images/Granville_Island_Market2/06180.jpg,"[0.32628, 0.333909, 0.339811]"
images/Granville_Island_Market2/06190.jpg,"[0.328248, 0.333965, 0.337787]"
images/Granville_Island_Market2/06200.jpg,"[0.329388, 0.340304, 0.330308]"
images/Granville_Island_Market2/06210.jpg,"[0.329717, 0.340475, 0.32980799999999993]"
images/Granville_Island_Market2/06220.jpg,"[0.330786, 0.339853, 0.32936099999999996]"
images/Granville_Island_Market2/06230.jpg,"[0.331973, 0.3397, 0.3283269999999999]"
images/Granville_Island_Market2/06240.jpg,"[0.330883, 0.33945, 0.329667]"
images/Granville_Island_Market2/06250.jpg,"[0.331868, 0.339449, 0.32868299999999995]"
images/Granville_Island_Market2/06260.jpg,"[0.331003, 0.339194, 0.32980300000000007]"
images/Granville_Island_Market2/06270.jpg,"[0.358019, 0.336564, 0.30541700000000005]"
images/Granville_Island_Market2/06280.jpg,"[0.358062, 0.335917, 0.306021]"
images/Granville_Island_Market2/06290.jpg,"[0.365696, 0.335252, 0.299052]"
images/Granville_Island_Market2/06300.jpg,"[0.360371, 0.335836, 0.303793]"
images/Granville_Island_Market2/06310.jpg,"[0.378461, 0.333724, 0.28781500000000004]"
images/Granville_Island_Market2/06320.jpg,"[0.383112, 0.331715, 0.285173]"
images/Granville_Island_Market2/06340.jpg,"[0.357969, 0.338567, 0.303464]"
images/Granville_Island_Market2/06370.jpg,"[0.338594, 0.343731, 0.31767499999999993]"
images/Granville_Island_Market2/06380.jpg,"[0.333336, 0.346282, 0.32038199999999994]"
images/Granville_Island_Market2/06390.jpg,"[0.344891, 0.346778, 0.30833099999999997]"
images/Granville_Island_Market2/06430.jpg,"[0.335303, 0.343341, 0.321356]"
images/Granville_Island_Market2/06440.jpg,"[0.337504, 0.341317, 0.321179]"
images/Granville_Island_Market2/06450.jpg,"[0.341396, 0.340739, 0.31786499999999995]"
images/Granville_Island_Market2/06460.jpg,"[0.334298, 0.341984, 0.323718]"
images/Granville_Island_Market2/06470.jpg,"[0.329285, 0.346513, 0.32420199999999993]"
images/Granville_Island_Market2/06480.jpg,"[0.335081, 0.344259, 0.32066000000000006]"
images/Granville_Island_Market2/06490.jpg,"[0.340253, 0.344675, 0.31507199999999996]"
images/Granville_Island_Market2/06500.jpg,"[0.340025, 0.346276, 0.313699]"
images/Granville_Island_Market2/06590.jpg,"[0.360031, 0.344545, 0.295424]"
images/Granville_Island_Market2/06600.jpg,"[0.361706, 0.341383, 0.2969109999999999]"
images/Granville_Island_Market2/06610.jpg,"[0.352937, 0.343046, 0.3040169999999999]"
images/Granville_Island_Market2/06620.jpg,"[0.349578, 0.343631, 0.30679100000000004]"
images/Granville_Island_Market2/06630.jpg,"[0.346095, 0.343372, 0.31053299999999995]"
images/Granville_Island_Market2/06640.jpg,"[0.344614, 0.343281, 0.312105]"
images/Granville_Island_Market2/06650.jpg,"[0.345356, 0.343504, 0.31114]"
images/Granville_Island_Market2/06660.jpg,"[0.345898, 0.34295, 0.311152]"
images/Granville_Island_Market2/06670.jpg,"[0.347758, 0.343927, 0.308315]"
images/Granville_Island_Market2/06680.jpg,"[0.35669, 0.342066, 0.30124400000000007]"
images/Granville_Island_Market2/06690.jpg,"[0.355061, 0.34079, 0.30414899999999995]"
images/Granville_Island_Market2/06700.jpg,"[0.355812, 0.341274, 0.30291399999999996]"
images/Granville_Island_Market2/06710.jpg,"[0.35597, 0.341558, 0.302472]"
images/Granville_Island_Market2/06720.jpg,"[0.360999, 0.34332, 0.2956809999999999]"
images/Granville_Island_Market2/06730.jpg,"[0.379188, 0.34598, 0.2748319999999999]"
images/Granville_Island_Market2/06740.jpg,"[0.380025, 0.344008, 0.27596699999999996]"
images/Granville_Island_Market2/06750.jpg,"[0.387076, 0.34462, 0.26830400000000004]"
images/Granville_Island_Market2/06780.jpg,"[0.334856, 0.340665, 0.32447899999999996]"
images/Granville_Island_Market2/06850.jpg,"[0.447368, 0.304371, 0.248261]"
images/Granville_Island_Market2/06860.jpg,"[0.419963, 0.325149, 0.254888]"
images/Granville_Island_Market2/06880.jpg,"[0.322289, 0.347015, 0.33069599999999993]"
images/Granville_Island_Market2/06890.jpg,"[0.325056, 0.344299, 0.33064499999999997]"
images/Granville_Island_Market2/06900.jpg,"[0.327946, 0.344104, 0.3279499999999999]"
images/Granville_Island_Market2/06910.jpg,"[0.328715, 0.34186, 0.329425]"
images/Granville_Island_Market2/06920.jpg,"[0.330813, 0.341114, 0.328073]"
images/Granville_Island_Market2/06930.jpg,"[0.331059, 0.340326, 0.328615]"
images/Granville_Island_Market2/06940.jpg,"[0.336776, 0.341706, 0.321518]"
images/Granville_Island_Market2/06950.jpg,"[0.349136, 0.341807, 0.30905699999999997]"
images/Granville_Island_Market2/06960.jpg,"[0.385643, 0.338213, 0.27614400000000006]"
images/Granville_Island_Market2/06970.jpg,"[0.375546, 0.337115, 0.28733900000000007]"
images/Granville_Island_Market2/06980.jpg,"[0.360472, 0.335903, 0.303625]"
images/Granville_Island_Market2/06990.jpg,"[0.356228, 0.33592, 0.307852]"
images/Granville_Island_Market2/07000.jpg,"[0.349099, 0.336217, 0.31468399999999996]"
images/Granville_Island_Market2/07010.jpg,"[0.34254, 0.335739, 0.3217209999999999]"
images/Granville_Island_Market2/07020.jpg,"[0.342866, 0.335551, 0.321583]"
images/Granville_Island_Market2/07030.jpg,"[0.341771, 0.335137, 0.32309199999999993]"
images/Granville_Island_Market2/07040.jpg,"[0.341959, 0.334723, 0.323318]"
images/Granville_Island_Market2/07050.jpg,"[0.339751, 0.33538, 0.32486899999999996]"
images/Granville_Island_Market2/07060.jpg,"[0.335909, 0.335217, 0.328874]"
images/Granville_Island_Market2/07070.jpg,"[0.336278, 0.334624, 0.32909799999999995]"
images/Granville_Island_Market2/07080.jpg,"[0.337817, 0.334133, 0.32804999999999995]"
images/Granville_Island_Market2/07090.jpg,"[0.354028, 0.332159, 0.313813]"
images/Granville_Island_Market2/07100.jpg,"[0.424418, 0.325011, 0.25057100000000004]"
images/Granville_Island_Market2/07110.jpg,"[0.380607, 0.330165, 0.2892280000000001]"
images/Granville_Island_Market2/07120.jpg,"[0.370394, 0.330869, 0.298737]"
images/Granville_Island_Market2/07130.jpg,"[0.387986, 0.330225, 0.28178900000000007]"
images/Granville_Island_Market2/07140.jpg,"[0.396657, 0.329825, 0.273518]"
images/Granville_Island_Market2/07150.jpg,"[0.397548, 0.329352, 0.2731]"
images/Granville_Island_Market2/07160.jpg,"[0.393736, 0.329172, 0.277092]"
images/Granville_Island_Market2/07170.jpg,"[0.399001, 0.328308, 0.27269100000000007]"
images/Granville_Island_Market2/07180.jpg,"[0.393987, 0.328263, 0.27775]"
images/Granville_Island_Market2/07190.jpg,"[0.382004, 0.329969, 0.288027]"
images/Granville_Island_Market2/07200.jpg,"[0.366183, 0.331091, 0.30272600000000005]"
images/Granville_Island_Market2/07210.jpg,"[0.38877, 0.331894, 0.2793359999999999]"
images/Granville_Island_Market2/07220.jpg,"[0.389382, 0.330644, 0.279974]"
images/Granville_Island_Market2/07230.jpg,"[0.386113, 0.330486, 0.28340100000000007]"
images/Granville_Island_Market2/07240.jpg,"[0.412557, 0.329331, 0.25811199999999995]"
images/Granville_Island_Market2/07250.jpg,"[0.406769, 0.328798, 0.2644330000000001]"
images/Granville_Island_Market2/07260.jpg,"[0.413613, 0.328922, 0.257465]"
images/Granville_Island_Market2/07270.jpg,"[0.38961, 0.330078, 0.280312]"
images/Granville_Island_Market2/07280.jpg,"[0.367822, 0.33189, 0.300288]"
images/Granville_Island_Market2/07290.jpg,"[0.364446, 0.33127, 0.30428399999999994]"
images/Granville_Island_Market2/07300.jpg,"[0.364686, 0.331119, 0.30419499999999994]"
images/Granville_Island_Market2/07310.jpg,"[0.374576, 0.330272, 0.29515199999999997]"
images/Granville_Island_Market2/07320.jpg,"[0.36659, 0.330851, 0.302559]"
images/Granville_Island_Market2/07330.jpg,"[0.35606, 0.331278, 0.31266199999999994]"
images/Granville_Island_Market2/07340.jpg,"[0.365024, 0.330755, 0.30422099999999996]"
images/Granville_Island_Market2/07350.jpg,"[0.359903, 0.330945, 0.30915200000000004]"
images/Granville_Island_Market2/07360.jpg,"[0.369508, 0.331018, 0.2994740000000001]"
images/Granville_Island_Market2/07370.jpg,"[0.391933, 0.331289, 0.276778]"
images/Granville_Island_Market2/07380.jpg,"[0.395521, 0.330793, 0.273686]"
images/Granville_Island_Market2/07390.jpg,"[0.401646, 0.330022, 0.26833200000000007]"
images/Granville_Island_Market2/07400.jpg,"[0.413443, 0.329908, 0.256649]"
images/Granville_Island_Market2/07410.jpg,"[0.386992, 0.328751, 0.284257]"
images/Granville_Island_Market2/07420.jpg,"[0.389436, 0.329317, 0.28124699999999997]"
images/Granville_Island_Market2/07430.jpg,"[0.392915, 0.328913, 0.278172]"
images/Granville_Island_Market2/07440.jpg,"[0.384264, 0.328946, 0.28679000000000004]"
images/Granville_Island_Market2/07450.jpg,"[0.377302, 0.329888, 0.29280999999999996]"
images/Granville_Island_Market2/07460.jpg,"[0.364592, 0.331974, 0.303434]"
images/Granville_Island_Market2/07470.jpg,"[0.359913, 0.332006, 0.30808100000000005]"
images/Granville_Island_Market2/07480.jpg,"[0.357998, 0.331591, 0.31041099999999994]"
images/Granville_Island_Market2/07490.jpg,"[0.361687, 0.331627, 0.306686]"
images/Granville_Island_Market2/07500.jpg,"[0.373981, 0.331424, 0.294595]"
images/Granville_Island_Market2/07510.jpg,"[0.376627, 0.329567, 0.29380599999999996]"
images/Granville_Island_Market2/07520.jpg,"[0.390905, 0.327222, 0.28187299999999993]"
images/Granville_Island_Market2/07530.jpg,"[0.443433, 0.321278, 0.23528900000000003]"
images/Granville_Island_Market2/07560.jpg,"[0.456479, 0.316445, 0.22707599999999994]"
images/Granville_Island_Market2/07570.jpg,"[0.432645, 0.321412, 0.24594300000000008]"
images/Granville_Island_Market2/07580.jpg,"[0.426708, 0.323467, 0.24982500000000002]"
images/Granville_Island_Market2/07590.jpg,"[0.471709, 0.317552, 0.21073900000000007]"
images/Granville_Island_Market2/07600.jpg,"[0.456684, 0.322851, 0.22046500000000002]"
images/Granville_Island_Market2/07610.jpg,"[0.430495, 0.322784, 0.2467209999999999]"
images/Granville_Island_Market2/07620.jpg,"[0.420402, 0.322904, 0.25669400000000003]"
images/Granville_Island_Market2/07630.jpg,"[0.414742, 0.323923, 0.26133500000000004]"
images/Granville_Island_Market2/07640.jpg,"[0.423201, 0.323005, 0.2537940000000001]"
images/Granville_Island_Market2/07650.jpg,"[0.424979, 0.322379, 0.252642]"
images/Granville_Island_Market2/07660.jpg,"[0.435556, 0.322041, 0.24240299999999992]"
images/Granville_Island_Market2/07680.jpg,"[0.416871, 0.321643, 0.261486]"
images/Granville_Island_Market2/07690.jpg,"[0.406491, 0.32469, 0.2688190000000001]"
